Część;Dział;Rozdział;Treść;Plan;id;parent;label;super_label;Treść_część;Treść_dział
15/05;755;;Wymiar sprawiedliwości;851481;15/05-755;15/05;851.5 MLN;Wymiar sprawiedliwości 851.5 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości
15/05;755;75502;Jednostki sądownictwa powszechnego;843025;15/05-755-75502;15/05-755;843.0 MLN;Jednostki sądownictwa powszechnego 843.0 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości
15/05;755;75595;Pozostała działalność;8456;15/05-755-75595;15/05-755;8.5 MLN;Pozostała działalność 8.5 MLN;SĄD APELACYJNY W POZNANIU;Wymiar sprawiedliwości
15/05;851;;Ochrona zdrowia;45;15/05-851;15/05;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W POZNANIU;Ochrona zdrowia
15/05;851;85195;Pozostała działalność;45;15/05-851-85195;15/05-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W POZNANIU;Ochrona zdrowia
15/06;;;SĄD APELACYJNY W KRAKOWIE;1129216;15/06;total;1.1 MLD;SĄD APELACYJNY W KRAKOWIE 1.1 MLD;SĄD APELACYJNY W KRAKOWIE;SĄD APELACYJNY W KRAKOWIE
15/06;753;;Obowiązkowe ubezpieczenia społeczne;61232;15/06-753;15/06;61.2 MLN;Obowiązkowe ubezpieczenia społeczne 61.2 MLN;SĄD APELACYJNY W KRAKOWIE;Obowiązkowe ubezpieczenia społeczne
15/06;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;61232;15/06-753-75312;15/06-753;61.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 61.2 MLN;SĄD APELACYJNY W KRAKOWIE;Obowiązkowe ubezpieczenia społeczne
15/06;755;;Wymiar sprawiedliwości;1067908;15/06-755;15/06;1.1 MLD;Wymiar sprawiedliwości 1.1 MLD;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości
15/06;755;75502;Jednostki sądownictwa powszechnego;1046100;15/06-755-75502;15/06-755;1.0 MLD;Jednostki sądownictwa powszechnego 1.0 MLD;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości
15/06;755;75595;Pozostała działalność;21808;15/06-755-75595;15/06-755;21.8 MLN;Pozostała działalność 21.8 MLN;SĄD APELACYJNY W KRAKOWIE;Wymiar sprawiedliwości
15/06;851;;Ochrona zdrowia;76;15/06-851;15/06;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W KRAKOWIE;Ochrona zdrowia
15/06;851;85195;Pozostała działalność;76;15/06-851-85195;15/06-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W KRAKOWIE;Ochrona zdrowia
15/07;;;SĄD APELACYJNY WE WROCŁAWIU;1256932;15/07;total;1.3 MLD;SĄD APELACYJNY WE WROCŁAWIU 1.3 MLD;SĄD APELACYJNY WE WROCŁAWIU;SĄD APELACYJNY WE WROCŁAWIU
15/07;753;;Obowiązkowe ubezpieczenia społeczne;72210;15/07-753;15/07;72.2 MLN;Obowiązkowe ubezpieczenia społeczne 72.2 MLN;SĄD APELACYJNY WE WROCŁAWIU;Obowiązkowe ubezpieczenia społeczne
15/07;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;72210;15/07-753-75312;15/07-753;72.2 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 72.2 MLN;SĄD APELACYJNY WE WROCŁAWIU;Obowiązkowe ubezpieczenia społeczne
15/07;755;;Wymiar sprawiedliwości;1184637;15/07-755;15/07;1.2 MLD;Wymiar sprawiedliwości 1.2 MLD;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości
15/07;755;75502;Jednostki sądownictwa powszechnego;1154637;15/07-755-75502;15/07-755;1.2 MLD;Jednostki sądownictwa powszechnego 1.2 MLD;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości
15/07;755;75595;Pozostała działalność;30000;15/07-755-75595;15/07-755;30.0 MLN;Pozostała działalność 30.0 MLN;SĄD APELACYJNY WE WROCŁAWIU;Wymiar sprawiedliwości
15/07;851;;Ochrona zdrowia;85;15/07-851;15/07;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY WE WROCŁAWIU;Ochrona zdrowia
15/07;851;85195;Pozostała działalność;85;15/07-851-85195;15/07-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY WE WROCŁAWIU;Ochrona zdrowia
15/08;;;SĄD APELACYJNY W ŁODZI;1126340;15/08;total;1.1 MLD;SĄD APELACYJNY W ŁODZI 1.1 MLD;SĄD APELACYJNY W ŁODZI;SĄD APELACYJNY W ŁODZI
15/08;753;;Obowiązkowe ubezpieczenia społeczne;60709;15/08-753;15/08;60.7 MLN;Obowiązkowe ubezpieczenia społeczne 60.7 MLN;SĄD APELACYJNY W ŁODZI;Obowiązkowe ubezpieczenia społeczne
15/08;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;60709;15/08-753-75312;15/08-753;60.7 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 60.7 MLN;SĄD APELACYJNY W ŁODZI;Obowiązkowe ubezpieczenia społeczne
15/08;755;;Wymiar sprawiedliwości;1065577;15/08-755;15/08;1.1 MLD;Wymiar sprawiedliwości 1.1 MLD;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości
15/08;755;75502;Jednostki sądownictwa powszechnego;1060184;15/08-755-75502;15/08-755;1.1 MLD;Jednostki sądownictwa powszechnego 1.1 MLD;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości
15/08;755;75595;Pozostała działalność;5393;15/08-755-75595;15/08-755;5.4 MLN;Pozostała działalność 5.4 MLN;SĄD APELACYJNY W ŁODZI;Wymiar sprawiedliwości
15/08;851;;Ochrona zdrowia;54;15/08-851;15/08;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W ŁODZI;Ochrona zdrowia
15/08;851;85195;Pozostała działalność;54;15/08-851-85195;15/08-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W ŁODZI;Ochrona zdrowia
15/09;;;SĄD APELACYJNY W RZESZOWIE;533686;15/09;total;533.7 MLN;SĄD APELACYJNY W RZESZOWIE 533.7 MLN;SĄD APELACYJNY W RZESZOWIE;SĄD APELACYJNY W RZESZOWIE
15/09;753;;Obowiązkowe ubezpieczenia społeczne;28000;15/09-753;15/09;28.0 MLN;Obowiązkowe ubezpieczenia społeczne 28.0 MLN;SĄD APELACYJNY W RZESZOWIE;Obowiązkowe ubezpieczenia społeczne
15/09;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;28000;15/09-753-75312;15/09-753;28.0 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 28.0 MLN;SĄD APELACYJNY W RZESZOWIE;Obowiązkowe ubezpieczenia społeczne
15/09;755;;Wymiar sprawiedliwości;505645;15/09-755;15/09;505.6 MLN;Wymiar sprawiedliwości 505.6 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości
15/09;755;75502;Jednostki sądownictwa powszechnego;496722;15/09-755-75502;15/09-755;496.7 MLN;Jednostki sądownictwa powszechnego 496.7 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości
15/09;755;75595;Pozostała działalność;8923;15/09-755-75595;15/09-755;8.9 MLN;Pozostała działalność 8.9 MLN;SĄD APELACYJNY W RZESZOWIE;Wymiar sprawiedliwości
15/09;851;;Ochrona zdrowia;41;15/09-851;15/09;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W RZESZOWIE;Ochrona zdrowia
15/09;851;85195;Pozostała działalność;41;15/09-851-85195;15/09-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W RZESZOWIE;Ochrona zdrowia
15/10;;;SĄD APELACYJNY W BIAŁYMSTOKU;690064;15/10;total;690.1 MLN;SĄD APELACYJNY W BIAŁYMSTOKU 690.1 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;SĄD APELACYJNY W BIAŁYMSTOKU
15/10;753;;Obowiązkowe ubezpieczenia społeczne;34562;15/10-753;15/10;34.6 MLN;Obowiązkowe ubezpieczenia społeczne 34.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Obowiązkowe ubezpieczenia społeczne
15/10;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;34562;15/10-753-75312;15/10-753;34.6 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 34.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Obowiązkowe ubezpieczenia społeczne
15/10;755;;Wymiar sprawiedliwości;655461;15/10-755;15/10;655.5 MLN;Wymiar sprawiedliwości 655.5 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości
15/10;755;75502;Jednostki sądownictwa powszechnego;642877;15/10-755-75502;15/10-755;642.9 MLN;Jednostki sądownictwa powszechnego 642.9 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości
15/10;755;75595;Pozostała działalność;12584;15/10-755-75595;15/10-755;12.6 MLN;Pozostała działalność 12.6 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Wymiar sprawiedliwości
15/10;851;;Ochrona zdrowia;41;15/10-851;15/10;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Ochrona zdrowia
15/10;851;85195;Pozostała działalność;41;15/10-851-85195;15/10-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W BIAŁYMSTOKU;Ochrona zdrowia
15/11;;;SĄD APELACYJNY W LUBLINIE;906634;15/11;total;906.6 MLN;SĄD APELACYJNY W LUBLINIE 906.6 MLN;SĄD APELACYJNY W LUBLINIE;SĄD APELACYJNY W LUBLINIE
15/11;753;;Obowiązkowe ubezpieczenia społeczne;46293;15/11-753;15/11;46.3 MLN;Obowiązkowe ubezpieczenia społeczne 46.3 MLN;SĄD APELACYJNY W LUBLINIE;Obowiązkowe ubezpieczenia społeczne
15/11;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;46293;15/11-753-75312;15/11-753;46.3 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 46.3 MLN;SĄD APELACYJNY W LUBLINIE;Obowiązkowe ubezpieczenia społeczne
15/11;755;;Wymiar sprawiedliwości;860251;15/11-755;15/11;860.3 MLN;Wymiar sprawiedliwości 860.3 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości
15/11;755;75502;Jednostki sądownictwa powszechnego;851088;15/11-755-75502;15/11-755;851.1 MLN;Jednostki sądownictwa powszechnego 851.1 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości
15/11;755;75595;Pozostała działalność;9163;15/11-755-75595;15/11-755;9.2 MLN;Pozostała działalność 9.2 MLN;SĄD APELACYJNY W LUBLINIE;Wymiar sprawiedliwości
15/11;851;;Ochrona zdrowia;90;15/11-851;15/11;0.1 MLN;Ochrona zdrowia 0.1 MLN;SĄD APELACYJNY W LUBLINIE;Ochrona zdrowia
15/11;851;85195;Pozostała działalność;90;15/11-851-85195;15/11-851;0.1 MLN;Pozostała działalność 0.1 MLN;SĄD APELACYJNY W LUBLINIE;Ochrona zdrowia
15/12;;;SĄD APELACYJNY W SZCZECINIE;635773;15/12;total;635.8 MLN;SĄD APELACYJNY W SZCZECINIE 635.8 MLN;SĄD APELACYJNY W SZCZECINIE;SĄD APELACYJNY W SZCZECINIE
15/12;753;;Obowiązkowe ubezpieczenia społeczne;34484;15/12-753;15/12;34.5 MLN;Obowiązkowe ubezpieczenia społeczne 34.5 MLN;SĄD APELACYJNY W SZCZECINIE;Obowiązkowe ubezpieczenia społeczne
15/12;753;75312;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne;34484;15/12-753-75312;15/12-753;34.5 MLN;Uposażenia sędziów w stanie spoczynku oraz uposażenia rodzinne 34.5 MLN;SĄD APELACYJNY W SZCZECINIE;Obowiązkowe ubezpieczenia społeczne
15/12;755;;Wymiar sprawiedliwości;601271;15/12-755;15/12;601.3 MLN;Wymiar sprawiedliwości 601.3 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości
15/12;755;75502;Jednostki sądownictwa powszechnego;594271;15/12-755-75502;15/12-755;594.3 MLN;Jednostki sądownictwa powszechnego 594.3 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości
15/12;755;75595;Pozostała działalność;7000;15/12-755-75595;15/12-755;7.0 MLN;Pozostała działalność 7.0 MLN;SĄD APELACYJNY W SZCZECINIE;Wymiar sprawiedliwości
15/12;851;;Ochrona zdrowia;18;15/12-851;15/12;0.0 MLN;Ochrona zdrowia 0.0 MLN;SĄD APELACYJNY W SZCZECINIE;Ochrona zdrowia
15/12;851;85195;Pozostała działalność;18;15/12-851-85195;15/12-851;0.0 MLN;Pozostała działalność 0.0 MLN;SĄD APELACYJNY W SZCZECINIE;Ochrona zdrowia
52;;;KRAJOWA RADA SĄDOWNICTWA;22096;52;total;22.1 MLN;KRAJOWA RADA SĄDOWNICTWA 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;KRAJOWA RADA SĄDOWNICTWA
52;751;;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa;22096;52-751;52;22.1 MLN;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
52;751;75104;Krajowa Rada Sądownictwa;22096;52-751-75104;52-751;22.1 MLN;Krajowa Rada Sądownictwa 22.1 MLN;KRAJOWA RADA SĄDOWNICTWA;Urzędy naczelnych organów władzy państwowej, kontroli i ochrony prawa oraz sądownictwa
16;;;KANCELARIA PREZESA RADY MINISTRÓW;1541772;16;total;1.5 MLD;KANCELARIA PREZESA RADY MINISTRÓW 1.5 MLD;KANCELARIA PREZESA RADY MINISTRÓW;KANCELARIA PREZESA RADY MINISTRÓW
16;500;;Handel;817845;16-500;16;817.8 MLN;Handel 817.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Handel
16;500;50003;Działalność Rządowej Agencji Rezerw Strategicznych;817845;16-500-50003;16-500;817.8 MLN;Działalność Rządowej Agencji Rezerw Strategicznych 817.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Handel
16;710;;Działalność usługowa;8700;16-710;16;8.7 MLN;Działalność usługowa 8.7 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Działalność usługowa
16;710;71031;Centrum Badania Opinii Społecznej;8700;16-710-71031;16-710;8.7 MLN;Centrum Badania Opinii Społecznej 8.7 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Działalność usługowa
16;750;;Administracja publiczna;715125;16-750;16;715.1 MLN;Administracja publiczna 715.1 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;303045;16-750-75001;16-750;303.0 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 303.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75027;Działalność Narodowego Instytutu Wolności – Centrum Rozwoju Społeczeństwa Obywatelskiego;197794;16-750-75027;16-750;197.8 MLN;Działalność Narodowego Instytutu Wolności – Centrum Rozwoju Społeczeństwa Obywatelskiego 197.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75028;Działalność Instytutu Współpracy Polsko-Węgierskiej im. Wacława Felczaka;6000;16-750-75028;16-750;6.0 MLN;Działalność Instytutu Współpracy Polsko-Węgierskiej im. Wacława Felczaka 6.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75029;Działalność Polskiego Instytutu Ekonomicznego;15000;16-750-75029;16-750;15.0 MLN;Działalność Polskiego Instytutu Ekonomicznego 15.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75031;Działalność Instytutu Europy Środkowej;6084;16-750-75031;16-750;6.1 MLN;Działalność Instytutu Europy Środkowej 6.1 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75032;Działalność Instytutu Pokolenia;9000;16-750-75032;16-750;9.0 MLN;Działalność Instytutu Pokolenia 9.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75033;Działalność Instytutu Strat Wojennych im. Jana Karskiego;17500;16-750-75033;16-750;17.5 MLN;Działalność Instytutu Strat Wojennych im. Jana Karskiego 17.5 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75061;Ośrodek Studiów Wschodnich;17842;16-750-75061;16-750;17.8 MLN;Ośrodek Studiów Wschodnich 17.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75065;Krajowa Szkoła Administracji Publicznej;11963;16-750-75065;16-750;12.0 MLN;Krajowa Szkoła Administracji Publicznej 12.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75068;Rada do Spraw Uchodźców;645;16-750-75068;16-750;0.6 MLN;Rada do Spraw Uchodźców 0.6 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75086;Działalność Instytutu Zachodniego im. Zygmunta Wojciechowskiego;8450;16-750-75086;16-750;8.4 MLN;Działalność Instytutu Zachodniego im. Zygmunta Wojciechowskiego 8.4 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75090;Działalność Instytutu De Republica;19000;16-750-75090;16-750;19.0 MLN;Działalność Instytutu De Republica 19.0 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;750;75095;Pozostała działalność;102802;16-750-75095;16-750;102.8 MLN;Pozostała działalność 102.8 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Administracja publiczna
16;752;;Obrona narodowa;102;16-752;16;0.1 MLN;Obrona narodowa 0.1 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Obrona narodowa
16;752;75212;Pozostałe wydatki obronne;102;16-752-75212;16-752;0.1 MLN;Pozostałe wydatki obronne 0.1 MLN;KANCELARIA PREZESA RADY MINISTRÓW;Obrona narodowa
17;;;ADMINISTRACJA PUBLICZNA;70975;17;total;71.0 MLN;ADMINISTRACJA PUBLICZNA 71.0 MLN;ADMINISTRACJA PUBLICZNA;ADMINISTRACJA PUBLICZNA
17;750;;Administracja publiczna;67621;17-750;17;67.6 MLN;Administracja publiczna 67.6 MLN;ADMINISTRACJA PUBLICZNA;Administracja publiczna
17;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;35773;17-750-75001;17-750;35.8 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 35.8 MLN;ADMINISTRACJA PUBLICZNA;Administracja publiczna
17;750;75081;System powiadamiania ratunkowego;29085;17-750-75081;17-750;29.1 MLN;System powiadamiania ratunkowego 29.1 MLN;ADMINISTRACJA PUBLICZNA;Administracja publiczna
17;750;75095;Pozostała działalność;2763;17-750-75095;17-750;2.8 MLN;Pozostała działalność 2.8 MLN;ADMINISTRACJA PUBLICZNA;Administracja publiczna
17;754;;Bezpieczeństwo publiczne i ochrona przeciwpożarowa;3354;17-754;17;3.4 MLN;Bezpieczeństwo publiczne i ochrona przeciwpożarowa 3.4 MLN;ADMINISTRACJA PUBLICZNA;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
17;754;75422;Krajowe Biuro Informacji i Poszukiwań Polskiego Czerwonego Krzyża;3354;17-754-75422;17-754;3.4 MLN;Krajowe Biuro Informacji i Poszukiwań Polskiego Czerwonego Krzyża 3.4 MLN;ADMINISTRACJA PUBLICZNA;Bezpieczeństwo publiczne i ochrona przeciwpożarowa
18;;;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;1543321;18;total;1.5 MLD;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO 1.5 MLD;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO
18;700;;Gospodarka mieszkaniowa;1383222;18-700;18;1.4 MLD;Gospodarka mieszkaniowa 1.4 MLD;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70005;Gospodarka gruntami i nieruchomościami;1359;18-700-70005;18-700;1.4 MLN;Gospodarka gruntami i nieruchomościami 1.4 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70015;Refundacja premii gwarancyjnych oraz premii za systematyczne oszczędzanie;146000;18-700-70015;18-700;146.0 MLN;Refundacja premii gwarancyjnych oraz premii za systematyczne oszczędzanie 146.0 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70017;Wykup odsetek od kredytów mieszkaniowych;3860;18-700-70017;18-700;3.9 MLN;Wykup odsetek od kredytów mieszkaniowych 3.9 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70020;Fundusz Termomodernizacji i Remontów;139400;18-700-70020;18-700;139.4 MLN;Fundusz Termomodernizacji i Remontów 139.4 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70022;Fundusz Dopłat;1084400;18-700-70022;18-700;1.1 MLD;Fundusz Dopłat 1.1 MLD;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;700;70095;Pozostała działalność;8203;18-700-70095;18-700;8.2 MLN;Pozostała działalność 8.2 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Gospodarka mieszkaniowa
18;710;;Działalność usługowa;114322;18-710;18;114.3 MLN;Działalność usługowa 114.3 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Działalność usługowa
18;710;71012;Zadania z zakresu geodezji i kartografii;20964;18-710-71012;18-710;21.0 MLN;Zadania z zakresu geodezji i kartografii 21.0 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Działalność usługowa
18;710;71015;Nadzór budowlany;46194;18-710-71015;18-710;46.2 MLN;Nadzór budowlany 46.2 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Działalność usługowa
18;710;71021;Główny Urząd Geodezji i Kartografii;47164;18-710-71021;18-710;47.2 MLN;Główny Urząd Geodezji i Kartografii 47.2 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Działalność usługowa
18;750;;Administracja publiczna;45777;18-750;18;45.8 MLN;Administracja publiczna 45.8 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Administracja publiczna
18;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;45777;18-750-75001;18-750;45.8 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 45.8 MLN;BUDOWNICTWO, PLANOWANIE I ZAGOSPODAROWANIE PRZESTRZENNE ORAZ MIESZKALNICTWO;Administracja publiczna
19;;;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;9652167;19;total;9.7 MLD;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE 9.7 MLD;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE
19;150;;Przetwórstwo przemysłowe;369922;19-150;19;369.9 MLN;Przetwórstwo przemysłowe 369.9 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Przetwórstwo przemysłowe
19;150;15011;Rozwój przedsiębiorczości;364202;19-150-15011;19-150;364.2 MLN;Rozwój przedsiębiorczości 364.2 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Przetwórstwo przemysłowe
19;150;15018;Rozliczenia związane z systemem dopłat do oprocentowania kredytów eksportowych o stałych stopach procentowych;5720;19-150-15018;19-150;5.7 MLN;Rozliczenia związane z systemem dopłat do oprocentowania kredytów eksportowych o stałych stopach procentowych 5.7 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Przetwórstwo przemysłowe
19;550;;Hotele i restauracje;34399;19-550;19;34.4 MLN;Hotele i restauracje 34.4 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Hotele i restauracje
19;550;55003;Bary mleczne;34399;19-550-55003;19-550;34.4 MLN;Bary mleczne 34.4 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Hotele i restauracje
19;750;;Administracja publiczna;9176905;19-750;19;9.2 MLD;Administracja publiczna 9.2 MLD;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75001;Urzędy naczelnych i centralnych organów administracji rządowej;564494;19-750-75001;19-750;564.5 MLN;Urzędy naczelnych i centralnych organów administracji rządowej 564.5 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75008;Działalność izb administracji skarbowej wraz z podległymi urzędami skarbowymi i urzędami celno-skarbowymi;7527005;19-750-75008;19-750;7.5 MLD;Działalność izb administracji skarbowej wraz z podległymi urzędami skarbowymi i urzędami celno-skarbowymi 7.5 MLD;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75024;Działalność Krajowej Szkoły Skarbowości;36994;19-750-75024;19-750;37.0 MLN;Działalność Krajowej Szkoły Skarbowości 37.0 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75046;Komisje egzaminacyjne;2055;19-750-75046;19-750;2.1 MLN;Komisje egzaminacyjne 2.1 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75079;Pomoc zagraniczna;9000;19-750-75079;19-750;9.0 MLN;Pomoc zagraniczna 9.0 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
19;750;75082;Działalność Krajowej Informacji Skarbowej;144286;19-750-75082;19-750;144.3 MLN;Działalność Krajowej Informacji Skarbowej 144.3 MLN;BUDŻET, FINANSE PUBLICZNE I INSTYTUCJE FINANSOWE;Administracja publiczna
